time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-31T00:25:26.688Z,61.1824,-146.9303,10.5,1.5,ml,,,,0.56,ak,ak0236xqatj0,2023-05-31T00:27:00.517Z,"31 km W of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-05-31T00:07:44.800Z,17.973,-66.9441666666667,12.05,1.75,md,3,180,0.06181,0.04,pr,pr71411823,2023-05-31T00:31:55.860Z,"3 km WSW of Fuig, Puerto Rico",earthquake,2.27,1.03,0.0457001458898258,3,reviewed,pr,pr
2023-05-30T23:55:25.605Z,57.095,-135.7723,12.6,2.2,ml,,,,0.58,ak,ak0236wgmvh7,2023-06-02T23:03:29.337Z,"27 km W of Sitka, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T23:55:03.924Z,64.0054,-148.7426,0,1.1,ml,,,,0.31,ak,ak0236wgmtnh,2023-06-02T23:03:29.154Z,"18 km E of Ferry, Alaska",explosion,,0,,,reviewed,ak,ak
2023-05-30T23:50:17.455Z,60.4853,-152.0882,81.6,1.1,ml,,,,0.52,ak,ak0236wgls4x,2023-06-02T23:03:34.075Z,"44 km W of Kalifornsky, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-05-30T23:42:13.111Z,59.793,-148.1208,7,1.2,ml,,,,0.34,ak,ak0236wgk22n,2023-06-02T23:03:33.898Z,"31 km S of Chenega, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T23:36:03.300Z,58.167,-155.381333333333,2.93,0.45,ml,14,75,,0.09,av,av91105593,2023-06-01T00:39:39.060Z,"86 km NW of Karluk, Alaska",earthquake,0.2,0.64,0.217279678829448,14,reviewed,av,av
2023-05-30T23:35:00.514Z,57.0743,-135.7715,15.5,2.1,ml,,,,0.77,ak,ak0236wgij7h,2023-06-02T23:03:28.976Z,"26 km W of Sitka, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T23:32:54.240Z,37.6301667,-118.9578333,5.19,0.08,md,9,134,0.03343,0.02,nc,nc73891825,2023-05-31T06:08:11.344Z,"2km ESE of Mammoth Lakes, CA",earthquake,0.66,1.31,0.091,10,reviewed,nc,nc
2023-05-30T23:30:58.069Z,13.5942,-91.4815,41.738,4.2,mb,38,179,1.682,0.59,us,us7000k54j,2023-06-03T21:03:23.040Z,"69 km SSW of Nueva Concepción, Guatemala",earthquake,7.56,13.088,0.074,51,reviewed,us,us
2023-05-30T23:29:26.310Z,34.1123333,-117.497,16.34,0.86,ml,18,101,0.03704,0.11,ci,ci40238375,2023-06-01T22:47:33.242Z,"4km WNW of Fontana, CA",earthquake,0.26,0.37,0.122,12,reviewed,ci,ci
2023-05-30T23:22:11.412Z,52.388,-169.6257,14.373,3.6,mb,23,212,0.404,0.65,us,us7000k5xu,2023-06-03T20:27:01.040Z,"80 km SW of Nikolski, Alaska",earthquake,3.65,7.526,0.133,14,reviewed,us,us
2023-05-30T23:21:49.070Z,37.624,-118.9588333,3.91,0.09,md,6,148,0.03656,0.06,nc,nc73891820,2023-05-31T04:35:05.425Z,"2km SE of Mammoth Lakes, CA",earthquake,0.79,1.63,0.162,5,reviewed,nc,nc
2023-05-30T23:20:57.050Z,43.38516666666666,-124.21216666666666,-0.42,1.58,ml,7,281,0.2338,0.09,uw,uw61929366,2023-06-01T00:04:15.630Z,"2 km NNE of Coos Bay, Oregon",explosion,1,31.61,0.1627774469861214,4,reviewed,uw,uw
2023-05-30T23:20:56.530Z,35.0341667,-117.671,0.28,1.45,ml,22,52,0.1017,0.14,ci,ci40238367,2023-06-01T21:36:43.206Z,"4km NNW of Boron, CA",quarry blast,0.29,31.61,0.097,9,reviewed,ci,ci
2023-05-30T23:19:52.330Z,38.8456667,-122.8235,2.16,1.22,md,42,71,0.008981,0.04,nc,nc73891815,2023-06-01T03:18:17.975Z,"9km WNW of Cobb, CA",earthquake,0.14,0.2,0.174,35,reviewed,nc,nc
2023-05-30T23:12:29.040Z,37.6498333,-122.5116667,9.03,1.42,md,20,105,0.03665,0.03,nc,nc73891810,2023-05-31T06:02:13.308Z,"5km NNW of Pacifica, CA",earthquake,0.3,0.36,0.062,14,reviewed,nc,nc
2023-05-30T23:10:23.251Z,57.0999,-135.7493,12.6,1.8,ml,,,,0.67,ak,ak0236wgd7su,2023-06-02T23:03:28.589Z,"25 km WNW of Sitka, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T23:07:02.368Z,63.1157,-150.507,101.9,1.1,ml,,,,0.47,ak,ak0236wgcj6k,2023-06-02T23:03:33.705Z,"70 km N of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T23:02:10.683Z,63.5453,-149.9715,115.5,1.4,ml,,,,0.47,ak,ak0236wgbhez,2023-06-02T23:03:28.351Z,"53 km WNW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T23:01:07.154Z,59.8861,-150.6677,46.5,1.2,ml,,,,0.75,ak,ak0236wgb997,2023-06-02T23:03:33.521Z,"16 km E of Fox River, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-30T22:58:21.724Z,60.0765,-153.1793,115.4,1.4,ml,,,,0.79,ak,ak0236wg22l8,2023-06-02T23:03:33.318Z,"61 km ENE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T22:48:56.190Z,37.6241667,-118.9625,4.88,0.4,md,15,148,0.03726,0.05,nc,nc73891805,2023-05-31T05:54:11.259Z,"2km SE of Mammoth Lakes, CA",earthquake,0.56,1.03,0.264,14,reviewed,nc,nc
2023-05-30T22:48:56.159Z,33.3722,139.2741,12.332,4.4,mb,35,134,0.52,0.39,us,us7000k54a,2023-05-30T23:09:57.040Z,"147 km SSE of Shimoda, Japan",earthquake,4.78,5.78,0.112,23,reviewed,us,us
2023-05-30T22:29:10.930Z,51.864,-178.081166666667,3.17,-0.24,ml,4,195,,0.18,av,av91105563,2023-05-31T23:46:25.200Z,"99 km W of Adak, Alaska",earthquake,0.71,1.29,0.215797898759224,4,reviewed,av,av
2023-05-30T22:14:53.850Z,58.1808333333333,-155.274166666667,0.55,0.4,ml,14,59,,0.07,av,av91105613,2023-06-01T01:04:21.700Z,"83 km NW of Karluk, Alaska",earthquake,0.18,0.64,0.423607121150033,14,reviewed,av,av
2023-05-30T22:11:30.190Z,17.9258333333333,-66.948,10.58,2.45,md,14,228,0.05942,0.07,pr,pr71411798,2023-05-30T22:25:21.100Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.43,0.33,0.138475843256343,7,reviewed,pr,pr
2023-05-30T22:03:32.707Z,58.6957,-152.7068,62.3,1.5,ml,,,,0.65,ak,ak0236wfqb1y,2023-06-02T23:03:33.111Z,"71 km N of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T21:59:52.546Z,31.58212463,-104.2461822,6.362939453,2.2,ml,16,76,0.09103763454,0.1,tx,tx2023knxn,2023-05-31T12:23:29.585Z,"52 km NW of Toyah, Texas",earthquake,1.243019136,1.706858502,0.1,17,reviewed,tx,tx
2023-05-30T21:58:21.610Z,17.9316666666667,-66.9518333333333,11.28,2.91,md,18,221,0.05758,0.13,pr,pr71411783,2023-05-30T22:34:32.040Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.59,0.42,0.0549520602743296,9,reviewed,pr,pr
2023-05-30T21:53:59.960Z,38.8246651,-122.7655029,2.05,0.89,md,11,124,0.006744,0.02,nc,nc73891795,2023-05-30T22:25:14.597Z,"4km W of Cobb, CA",earthquake,0.46,0.71,0.19,12,automatic,nc,nc
2023-05-30T21:51:07.689Z,52.0583,-172.6765,10,3,ml,13,335,0.966,0.26,us,us7000k5y1,2023-06-03T20:13:55.040Z,"105 km E of Atka, Alaska",earthquake,8.94,2.028,0.115,10,reviewed,us,us
2023-05-30T21:43:30.610Z,38.7503319,-122.7408371,1.17,1.1,md,8,222,0.003747,0.02,nc,nc73891790,2023-05-30T22:15:16.539Z,"3km SSE of The Geysers, CA",earthquake,1.12,0.53,0.24,8,automatic,nc,nc
2023-05-30T21:43:17.670Z,44.7433333,-110.4131667,-0.95,1.1,md,5,186,0.0472,0.1,uu,uu60541286,2023-05-30T22:27:20.410Z,"34 km SE of Mammoth, Wyoming",earthquake,2.42,0.59,0.364,3,reviewed,uu,uu
2023-05-30T21:41:46.420Z,38.765,-122.7236667,0.94,0.5,md,11,85,0.003528,0.04,nc,nc73891785,2023-06-01T01:14:12.206Z,"3km WSW of Anderson Springs, CA",earthquake,0.34,0.5,0.176,6,reviewed,nc,nc
2023-05-30T21:39:15.316Z,59.2429,-153.8046,119.1,1.9,ml,,,,0.6,ak,ak0236wfcjv4,2023-06-02T23:03:28.048Z,"Southern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T21:29:27.578Z,51.5531,178.7884,62.1,2.1,ml,,,,0.38,ak,ak0236wfafno,2023-06-02T23:03:27.851Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-05-30T21:20:06.422Z,58.2427,-155.1359,0.9,1,ml,,,,0.35,ak,ak0236wf8gl4,2023-06-02T23:03:27.664Z,"85 km NNW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-30T21:14:29.530Z,38.8186684,-122.8241653,2.24,0.97,md,17,91,0.009579,0.02,nc,nc73891780,2023-05-30T21:32:14.248Z,"8km NW of The Geysers, CA",earthquake,0.28,0.6,0.2,18,automatic,nc,nc
2023-05-30T21:09:53.054Z,51.4104,-177.0719,25.1,1.6,ml,,,,0.5,ak,ak0236wf67bd,2023-06-02T23:03:32.738Z,"59 km SSW of Adak, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-05-30T21:09:45.113Z,51.6249,178.6512,58.6,1.7,ml,,,,0.21,ak,ak0236wf66m7,2023-06-02T23:03:27.490Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-05-30T21:09:14.520Z,58.2475,-155.138666666667,3.73,0.08,ml,13,91,,0.11,av,av91105643,2023-06-02T23:01:54.643Z,"Alaska Peninsula",earthquake,0.24,0.5,0.242554061290434,13,reviewed,av,av
2023-05-30T21:06:48.010Z,62.4736,-151.7546,87.9,1.2,ml,,,,0.39,ak,ak0236wf5js1,2023-06-02T23:03:32.555Z,"51 km W of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T21:02:32.387Z,55.5366,-160.1012,13.9,1.5,ml,,,,0.57,ak,ak0236wf4npi,2023-06-02T23:03:32.380Z,"33 km NE of Sand Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-05-30T20:58:41.536Z,68.5431,-147.8901,0.3,1.1,ml,,,,0.51,ak,ak0236wev8wp,2023-06-02T23:03:32.198Z,"107 km WNW of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T20:56:30.580Z,33.4438333,-116.6443333,6.86,0.29,ml,18,63,0.06176,0.07,ci,ci40238247,2023-06-01T21:29:08.569Z,"13km SSE of Anza, CA",earthquake,0.14,0.36,0.112,13,reviewed,ci,ci
2023-05-30T20:55:51.430Z,37.3136,-117.567,2.8,0.4,ml,7,237.68,0.102,0.2438,nn,nn00860528,2023-05-31T02:04:13.263Z,"49 km S of Silver Peak, Nevada",earthquake,,10.9,0.91,6,reviewed,nn,nn
2023-05-30T20:51:53.480Z,33.4403333,-116.4346667,7.37,0.87,ml,34,74,0.08319,0.17,ci,ci40238239,2023-06-01T21:04:12.665Z,"21km NNW of Borrego Springs, CA",earthquake,0.21,0.75,0.137,23,reviewed,ci,ci
2023-05-30T20:51:25.963Z,68.5326,-147.9038,3.2,1.1,ml,,,,0.49,ak,ak0236wetpp0,2023-06-02T23:03:32.013Z,"107 km WNW of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T20:49:28.940Z,49.0395,-122.54516666666666,14.75,1.6500000000000001,ml,12,255,0.1052,0.23,uw,uw61929321,2023-06-01T00:27:41.350Z,"5 km WSW of Aldergrove, Canada",earthquake,0.79,0.93,0.12680486812452163,12,reviewed,uw,uw
2023-05-30T20:36:58.790Z,33.8646667,-117.5035,0.55,1,ml,19,56,0.06775,0.14,ci,ci40238215,2023-06-01T20:45:29.527Z,"2km SE of Home Gardens, CA",quarry blast,0.37,31.61,0.107,11,reviewed,ci,ci
2023-05-30T20:34:46.510Z,37.6366667,-118.8911667,5.19,0.29,md,11,124,0.00893,0.02,nc,nc73891770,2023-05-31T04:30:04.354Z,"8km E of Mammoth Lakes, CA",earthquake,0.55,0.78,0.128,11,reviewed,nc,nc
2023-05-30T20:30:31.047Z,53.4351,-166.0865,36,1.9,ml,,,,0.32,ak,ak0236wep81s,2023-06-02T23:03:31.832Z,"57 km SSE of Unalaska, Alaska",earthquake,,3.9,,,reviewed,ak,ak
2023-05-30T20:27:24.410Z,37.628,-118.96,5.25,0.65,md,15,139,0.03453,0.03,nc,nc73891755,2023-05-31T05:44:50.650Z,"2km ESE of Mammoth Lakes, CA",earthquake,0.42,1.15,0.232,14,reviewed,nc,nc
2023-05-30T20:26:54.076Z,58.2824,-153.0332,43.3,1.4,ml,,,,0.51,ak,ak0236weoeyn,2023-06-02T23:03:31.459Z,"25 km NNW of Aleneva, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-30T20:25:19.698Z,51.8571,-179.6384,11.5,1.6,ml,,,,0.36,ak,ak0236weo4ld,2023-06-02T23:03:31.653Z,"206 km W of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-05-30T20:24:52.680Z,34.0218333,-119.1248333,13.56,3.56,ml,73,97,0.1353,0.29,ci,ci40238207,2023-06-02T11:40:56.662Z,"15km SSE of Port Hueneme, CA",earthquake,0.34,0.66,0.193,134,reviewed,ci,ci
2023-05-30T20:22:24.001Z,51.5345,-176.3787,29.8,1.5,ml,,,,0.14,ak,ak0236wenhs0,2023-06-02T23:03:31.081Z,"41 km SSE of Adak, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2023-05-30T20:18:55.760Z,32.8848333,-116.2293333,7.15,1.33,ml,35,66,0.09338,0.19,ci,ci40238199,2023-05-30T21:08:20.600Z,"28km NW of Ocotillo, CA",earthquake,0.25,0.72,0.181,29,reviewed,ci,ci
2023-05-30T20:18:48.376Z,64.1875,-165.0263,23.3,2.5,ml,,,,0.86,ak,ak0236wemosl,2023-06-02T23:03:31.264Z,"northern Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T20:18:22.420Z,65.3801,-144.6783,10.1,1.1,ml,,,,0.86,ak,ak0236wemmu9,2023-06-02T23:03:27.295Z,"22 km SSE of Central, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-30T20:15:55.795Z,64.2129,-148.408,7.1,0.7,ml,,,,0.65,ak,ak0236wem2aa,2023-06-02T23:03:27.095Z,"38 km E of Clear, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T20:13:50.190Z,37.6305,-118.956,5.83,0.46,md,13,132,0.03391,0.03,nc,nc73891745,2023-05-31T04:28:33.682Z,"2km ESE of Mammoth Lakes, CA",earthquake,0.49,1.54,0.243,12,reviewed,nc,nc
2023-05-30T20:11:56.087Z,63.8518,-149.6585,9.5,0.9,ml,,,,0.82,ak,ak0236wel7dp,2023-06-02T23:03:26.865Z,"32 km SW of Ferry, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T20:11:17.564Z,53.8389,-165.4775,60.1,2.2,ml,,,,0.48,ak,ak0236wel4eq,2023-06-02T23:03:26.676Z,"38 km SSE of Akutan, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2023-05-30T20:09:59.340Z,38.8390007,-122.824501,1.42,1,md,13,95,0.00859,0.03,nc,nc73891740,2023-05-30T20:37:15.912Z,"9km WNW of Cobb, CA",earthquake,0.28,0.61,0.28,13,automatic,nc,nc
2023-05-30T20:09:17.430Z,33.2763333,-116.4335,3.39,1.36,ml,44,54,0.01591,0.25,ci,ci40238183,2023-05-30T20:20:39.520Z,"6km WNW of Borrego Springs, CA",earthquake,0.28,0.86,0.193,27,automatic,ci,ci
2023-05-30T20:05:58.030Z,37.6281667,-118.96,5.64,0.97,md,15,138,0.03438,0.03,nc,nc73891735,2023-05-31T05:42:19.369Z,"2km ESE of Mammoth Lakes, CA",earthquake,0.43,0.89,0.1,13,reviewed,nc,nc
2023-05-30T19:56:26.711Z,62.0417,-150.9004,12.9,0.9,ml,,,,0.66,ak,ak0236we9cnd,2023-06-02T23:03:26.492Z,"26 km ENE of Skwentna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-30T19:47:46.050Z,38.781,-122.725,1.39,1.28,md,37,56,0.009432,0.05,nc,nc73891730,2023-06-01T18:21:14.464Z,"3km E of The Geysers, CA",earthquake,0.17,0.23,0.144,31,reviewed,nc,nc
2023-05-30T19:46:22.491Z,51.7779,-175.5817,21,1.8,ml,,,,0.39,ak,ak0236we778p,2023-06-02T23:03:30.902Z,"73 km E of Adak, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-30T19:45:32.750Z,33.4863333,-116.4423333,12.33,1.09,ml,33,75,0.03949,0.18,ci,ci40238175,2023-05-30T19:49:05.294Z,"23km ESE of Anza, CA",earthquake,0.23,0.55,0.178,29,automatic,ci,ci
2023-05-30T19:37:00.063Z,58.0329,-154.6844,80.1,1.6,ml,,,,0.44,ak,ak0236we54ya,2023-06-02T23:03:26.290Z,"53 km NNW of Karluk, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-30T19:27:28.615Z,60.6751,-151.2004,59.4,1.5,ml,,,,0.59,ak,ak0236we352o,2023-06-02T23:03:26.059Z,"Kenai Peninsula, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-05-30T19:24:27.020Z,53.8946666666667,-166.9275,1.23,0,ml,5,250,,0.07,av,av91105558,2023-05-31T23:41:27.480Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,0.67,3.62,0.186719114226715,5,reviewed,av,av
2023-05-30T19:22:08.270Z,33.3951667,-116.9008333,14.66,0.87,ml,24,72,0.05233,0.19,ci,ci40238135,2023-05-30T21:07:10.462Z,"6km NW of Palomar Observatory, CA",earthquake,0.34,0.65,0.163,17,reviewed,ci,ci
2023-05-30T19:22:01.350Z,58.1866666666667,-155.301333333333,2.3,0.2,ml,13,56,,0.08,av,av91105633,2023-06-01T01:58:44.650Z,"85 km NW of Karluk, Alaska",earthquake,0.17,0.34,0.261411102267329,12,reviewed,av,av
2023-05-30T19:16:30.036Z,55.5635,-161.8057,144.3,2,ml,,,,0.39,ak,ak0236we0scb,2023-06-02T23:03:30.716Z,"61 km SW of Nelson Lagoon, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-30T19:15:17.080Z,37.6261667,-118.961,5.47,1.1,md,16,142,0.03586,0.03,nc,nc73891720,2023-05-31T06:57:13.619Z,"2km SE of Mammoth Lakes, CA",earthquake,0.42,0.89,0.161,14,reviewed,nc,nc
2023-05-30T19:13:50.540Z,61.4581,-151.5082,69.6,1.9,ml,,,,0.68,ak,ak0236we06r1,2023-06-02T23:03:25.788Z,"42 km NNW of Beluga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T19:11:56.610Z,58.2611666666667,-155.082666666667,4.42,0.28,ml,15,103,,0.15,av,av91105653,2023-06-01T02:16:24.500Z,"85 km NNW of Karluk, Alaska",earthquake,0.27,0.44,0.255760201762153,15,reviewed,av,av
2023-05-30T19:06:14.170Z,37.622,-118.9593333,4.39,0,md,10,153,0.03635,0.06,nc,nc73891705,2023-05-31T04:41:11.804Z,"2km SE of Mammoth Lakes, CA",earthquake,0.44,0.74,0.185,9,reviewed,nc,nc
2023-05-30T19:02:14.290Z,37.6261667,-118.9603333,5.57,1.03,md,12,143,0.03608,0.03,nc,nc73891700,2023-05-31T05:41:12.182Z,"2km SE of Mammoth Lakes, CA",earthquake,0.51,0.95,0.14,10,reviewed,nc,nc
2023-05-30T19:00:53.630Z,58.1801666666667,-155.288333333333,2.46,0.5,ml,15,60,,0.08,av,av91105663,2023-06-01T02:23:28.240Z,"84 km NW of Karluk, Alaska",earthquake,0.15,0.32,0.327587959237234,15,reviewed,av,av
2023-05-30T18:58:27.621Z,58.3314,-155.3918,123.9,2.3,ml,,,,0.84,ak,ak0236wdocnl,2023-06-02T23:03:25.522Z,"84 km ESE of King Salmon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T18:52:30.142Z,56.7931,-155.357,29.4,1.6,ml,,,,0.28,ak,ak0236wdn2iu,2023-06-02T23:03:30.530Z,"74 km WSW of Akhiok, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T18:48:00.590Z,56.3444,-157.8833,79.5,2.3,ml,,,,0.48,ak,ak0236wdm5dn,2023-06-02T23:03:25.267Z,"32 km E of Chignik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T18:46:01.600Z,33.0333333,-116.4155,8.2,1.24,ml,42,31,0.06149,0.15,ci,ci40238095,2023-05-30T18:49:38.907Z,"18km ESE of Julian, CA",earthquake,0.2,0.74,0.137,27,automatic,ci,ci
2023-05-30T18:44:49.500Z,39.3078333,-122.9058333,5.27,1.82,md,24,96,0.1843,0.17,nc,nc73891695,2023-05-31T07:50:11.065Z,"12km SSE of Lake Pillsbury, CA",earthquake,0.28,1.59,0.134,24,reviewed,nc,nc
2023-05-30T18:43:47.824Z,60.3046,-151.6541,63.4,1.1,ml,,,,0.52,ak,ak0236wdl6fy,2023-06-02T23:03:30.338Z,"16 km WNW of Clam Gulch, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T18:41:02.190Z,34.0126667,-116.8868333,16.51,1.17,ml,37,38,0.06938,0.27,ci,ci40238087,2023-05-30T18:52:37.440Z,"10km N of Banning, CA",earthquake,0.36,0.94,0.145,28,automatic,ci,ci
2023-05-30T18:38:03.740Z,38.8218346,-122.8079987,2.83,0.77,md,12,76,0.002248,0.02,nc,nc73891690,2023-05-30T18:55:13.266Z,"7km NW of The Geysers, CA",earthquake,0.35,1.05,0.08,13,automatic,nc,nc
2023-05-30T18:35:13.030Z,19.3896666666667,-155.2785,1.31,1.93,ml,23,56,,0.08,hv,hv73430717,2023-05-30T21:53:34.130Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.187375808201381,13,reviewed,hv,hv
2023-05-30T18:29:08.654Z,58.3371,-153.7254,71.9,1.2,ml,,,,0.31,ak,ak0236wdi3e9,2023-06-02T23:03:30.151Z,"57 km WNW of Aleneva, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T18:19:20.850Z,60.4926666666667,-152.730166666667,-3,-1.11,ml,5,180,,0.08,av,av91105578,2023-06-01T00:31:43.230Z,"Southern Alaska",earthquake,0.3,0.36,0.131861534055716,5,reviewed,av,av
2023-05-30T18:15:53.130Z,-35.6081,-74.5162,11.469,4.3,mb,30,105,1.563,0.98,us,us7000k525,2023-05-31T14:32:07.040Z,"off the coast of Maule, Chile",earthquake,5.74,3.845,0.218,7,reviewed,us,us
2023-05-30T18:14:56.830Z,19.6468,-65.7148,50,3.66,md,7,287,1.4073,0.39,pr,pr2023150000,2023-05-30T18:38:25.413Z,"135 km N of Suárez, Puerto Rico",earthquake,5.23,23.63,0.03,7,reviewed,pr,pr
2023-05-30T18:06:22.544Z,60.0485,-140.3816,10.7,1.3,ml,,,,0.77,ak,ak0236wdd6xn,2023-06-02T23:03:25.076Z,"66 km NNW of Yakutat, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-05-30T17:53:10.289Z,61.6526,-146.5219,19.9,1.3,ml,,,,0.83,ak,ak0236wd1t1g,2023-06-02T23:03:24.840Z,"39 km SSE of Nelchina, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-05-30T17:49:16.193Z,61.6019,-147.864,19.7,2.1,ml,,,,0.85,ak,ak0236wd0yla,2023-06-02T23:03:24.534Z,"25 km SSW of Glacier View, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-05-30T17:46:46.109Z,35.916,-95.148,0,1.71,ml,54,107,0.5227974093,0.35,ok,ok2023knpd,2023-05-31T16:30:45.686Z,"1 km SSW of Hulbert, Oklahoma",quarry blast,,0.4,0.18,6,reviewed,ok,ok
2023-05-30T17:45:42.382Z,38.55,73.1418,10,4.5,mb,33,95,4.211,1.07,us,us7000k520,2023-05-30T19:26:28.040Z,"Tajikistan-Xinjiang border region",earthquake,5.31,1.925,0.073,55,reviewed,us,us
2023-05-30T17:42:54.378Z,56.3516,-149.7795,10,2.6,ml,25,259,2.099,0.94,us,us7000k52p,2023-06-02T23:03:24.326Z,"Gulf of Alaska",earthquake,9.7,2.021,0.066,30,reviewed,us,us
2023-05-30T17:25:18.530Z,33.5238333,-116.3855,10.28,0.63,ml,19,118,0.03358,0.16,ci,ci40238007,2023-05-30T17:29:01.836Z,"17km SSW of La Quinta, CA",earthquake,0.36,0.75,0.043,9,automatic,ci,ci
2023-05-30T17:23:22.900Z,32.888,-116.2308333,4.61,1.28,ml,33,66,0.09019,0.22,ci,ci40237999,2023-05-30T17:27:01.334Z,"28km NW of Ocotillo, CA",earthquake,0.3,0.88,0.13,22,automatic,ci,ci
2023-05-30T17:22:34.840Z,38.8226667,-122.855,2.49,1.24,md,41,48,0.005086,0.03,nc,nc73891680,2023-06-01T17:38:10.199Z,"10km WNW of The Geysers, CA",earthquake,0.14,0.24,0.182,34,reviewed,nc,nc
2023-05-30T17:22:29.210Z,38.8231659,-122.796669,2.79,0.75,md,11,65,0.01047,0.01,nc,nc73891675,2023-05-30T17:24:07.315Z,"6km NW of The Geysers, CA",earthquake,0.38,0.7,0.08,11,automatic,nc,nc
2023-05-30T17:21:48.754Z,36.9547,-117.5657,5.6,0.8,ml,9,155.63,0.165,0.1546,nn,nn00860522,2023-05-31T02:04:12.445Z,"58 km NNE of Keeler, California",earthquake,,5.4,1.11,6,reviewed,nn,nn
2023-05-30T17:13:30.214Z,61.5429,-146.3072,29.5,1.1,ml,,,,0.82,ak,ak0236wct9zx,2023-06-02T23:03:29.933Z,"45 km N of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-05-30T17:12:24.330Z,32.7285,-115.424,6.71,1.49,ml,14,99,0.07897,0.2,ci,ci40237983,2023-05-30T22:20:35.645Z,"9km NE of Calexico, CA",earthquake,0.52,1.66,0.22,16,automatic,ci,ci
2023-05-30T17:12:02.560Z,37.4211667,-118.5308333,8.64,1.53,md,18,95,0.07263,0.06,nc,nc73891670,2023-05-31T08:25:12.147Z,"6km E of Round Valley, CA",earthquake,0.32,1.02,0.078,14,reviewed,nc,nc
2023-05-30T17:11:45.152Z,37.3,-117.57,0,1.2,ml,9,127.6,0.091,0.2013,nn,nn00860521,2023-05-31T02:04:11.518Z,"50 km S of Silver Peak, Nevada",earthquake,,0,0.84,7,reviewed,nn,nn
2023-05-30T17:11:17.870Z,32.7386667,-115.4271667,7.8,1.73,ml,19,103,0.06849,0.18,ci,ci40237975,2023-05-30T17:22:34.180Z,"9km SSW of Holtville, CA",earthquake,0.48,0.98,0.254,22,automatic,ci,ci
2023-05-30T17:07:03.780Z,38.833,-122.8176667,1.88,0.35,md,16,56,0.01128,0.04,nc,nc73891665,2023-06-01T16:51:14.909Z,"8km NW of The Geysers, CA",earthquake,0.29,0.57,0.177,15,reviewed,nc,nc
